label,dataset,runner_name,tag,run_id,recall,total_time,qps,start_time,end_time,samples,local_pct,local_pct_skt0,local_pct_skt1,lmb_gb_skt0,lmb_gb_skt1,rmb_gb_skt0,rmb_gb_skt1,ipc,inst,exec,inst_skt0,inst_skt1,exec_skt0,exec_skt1,cpu_balance,llc_rd_miss_lat_ns,l3hit,l2miss,l3miss,l3mpi,l2mpi,upi_to_mc,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,warmup_s
ann,gist-960-euclidean,annoy,default,1,0.97852,6.084628546999966,164.34856988814073,2026-03-15T10:30:11.329315,2026-03-15T10:30:17.413958,6,63.833333333333336,64.83333333333333,33.166666666666664,53.707356770833336,0.88232421875,1.6875,21.62939453125,0.14,24125.168333333335,0.105,15984.621666666666,8140.546666666666,0.14,0.07166666666666667,0.5092736529161935,510.2416666666666,0.011666666666666667,318.30333333333334,307.89666666666665,0.012766666666666667,0.013199999999999998,0.2966666666666667,32.05205403645833,79.93032063802083,53.94444444444446,21.416666666666668,105.05315755208333,83.29498535156249,21.758177083333333,81.78701822916666,1.5079671223958335,15.774336496988933,12.259310404459635,3.515026092529297,34.427734375,21.251953125,13.17578125,0.0
ann,gist-960-euclidean,annoy,default,2,0.97852,5.105194485000084,195.87892350392673,2026-03-15T10:30:17.441556,2026-03-15T10:30:22.549860,5,61.4,61.6,42.2,58.3455078125,1.2267578125,1.760546875,35.3484375,0.136,28280.160000000003,0.124,17659.894,10620.266,0.15600000000000003,0.094,0.6013776753133399,448.84400000000005,0.017999999999999995,388.61,371.052,0.0131,0.01376,0.35,38.5037890625,88.99551562500001,60.23333333333334,25.8,108.62220703125001,95.5824375,13.039771484375,93.7063984375,1.8760390624999999,15.775066375732422,12.260040283203125,3.515026092529297,34.4296875,21.25390625,13.17578125,0.0
ann,gist-960-euclidean,annoy,default,3,0.97852,4.967017758999873,201.32805005338932,2026-03-15T10:30:22.575588,2026-03-15T10:30:27.545700,5,60.0,60.4,44.4,59.83984375,1.291015625,1.7599609375,30.8345703125,0.14600000000000002,29418.456,0.13,17909.420000000002,11509.036,0.15600000000000003,0.1,0.6426247192818081,427.31000000000006,0.02,412.0400000000001,391.672,0.01334,0.01402,0.372,41.605521484375,92.929544921875,62.99999999999999,27.900000000000002,112.484740234375,102.06747460937501,10.417263671875,100.08717578125,1.9802968749999998,15.775066375732422,12.260040283203125,3.515026092529297,34.4296875,21.25390625,13.17578125,0.0
ann,gist-960-euclidean,annoy,default,4,0.97852,4.781057999999803,209.1587259556444,2026-03-15T10:30:27.570980,2026-03-15T10:30:32.355348,5,57.6,58.2,48.0,56.3767578125,1.43515625,1.61767578125,39.423828125,0.15600000000000003,29588.402000000002,0.13,16971.640000000003,12616.762,0.15000000000000002,0.10999999999999999,0.7434026411118783,414.33599999999996,0.036,411.466,383.65400000000005,0.013059999999999999,0.013980000000000003,0.398,42.675791015624995,93.12178515625001,62.86666666666667,28.7,110.403154296875,101.79381640625,8.609337890625,99.77162109375,2.022197265625,15.777019500732422,12.260040283203125,3.516979217529297,34.43359375,21.25390625,13.1796875,0.0
ann,gist-960-euclidean,annoy,default,5,0.97852,4.7681900500001575,209.72318416711744,2026-03-15T10:30:32.381296,2026-03-15T10:30:37.152613,4,60.5,61.25,44.25,60.973876953125,1.397216796875,1.93798828125,38.1142578125,0.14250000000000002,30989.3525,0.135,18822.625,12166.7225,0.165,0.10750000000000001,0.6463881897450542,417.6775,0.02,427.105,404.05,0.013075,0.013824999999999999,0.375,41.522729492187494,92.76466796874999,62.708333333333336,27.875,110.253046875,102.43087890625,7.82216796875,100.411162109375,2.01971875,15.777019500732422,12.260040283203125,3.516979217529297,34.43359375,21.25390625,13.1796875,0.0
ann,gist-960-euclidean,annoy,default,6,0.97852,4.7763862679998965,209.3633018543009,2026-03-15T10:30:37.179007,2026-03-15T10:30:41.958632,5,59.8,60.4,45.8,61.1326171875,1.3419921875,1.762109375,39.2521484375,0.152,30091.492,0.132,18289.448,11802.039999999997,0.16000000000000003,0.10400000000000001,0.6452923018781102,412.39399999999995,0.018,428.06000000000006,406.438,0.013519999999999999,0.01422,0.382,42.56239648437501,94.13628906250001,63.533333333333324,28.7,112.180125,104.86251171875001,7.317609375000001,102.88136132812501,1.9811484375,15.777019500732422,12.260040283203125,3.516979217529297,34.43359375,21.25390625,13.1796875,0.0
ann,gist-960-euclidean,annoy,default,7,0.97852,4.861314923999998,205.70566104719208,2026-03-15T10:30:41.984594,2026-03-15T10:30:46.849061,5,59.8,60.6,44.8,61.36171875,1.373046875,1.8412109375,23.721875,0.154,30234.224,0.132,18474.023999999998,11760.198,0.162,0.1,0.636580205806813,410.02799999999996,0.016,427.0,407.97799999999995,0.01346,0.01414,0.382,42.873458984375,94.58910937499999,63.9,28.8,110.21185351562501,103.38419726562502,6.8276562499999995,101.409443359375,1.974755859375,15.777019500732422,12.260040283203125,3.516979217529297,34.43359375,21.25390625,13.1796875,0.0
ann,gist-960-euclidean,annoy,default,8,0.97852,4.834330923999914,206.85385748739813,2026-03-15T10:30:46.874506,2026-03-15T10:30:51.712042,5,58.6,59.0,44.8,59.401171875,1.28515625,1.830859375,31.8982421875,0.154,29690.600000000006,0.132,17852.284000000003,11838.318,0.15600000000000003,0.10400000000000001,0.6631262419979425,411.404,0.016,419.0,400.91999999999996,0.01348,0.014099999999999998,0.394,43.04523046875,94.07963085937502,63.70000000000001,28.96666666666667,111.64128662109374,104.50743164062499,7.133859863281249,102.36370361328126,2.14372802734375,15.777019500732422,12.260040283203125,3.516979217529297,34.43359375,21.25390625,13.1796875,0.0
ann,gist-960-euclidean,annoy,default,9,0.97852,4.727603776999786,211.5236485902413,2026-03-15T10:30:51.738644,2026-03-15T10:30:56.469447,5,59.2,59.8,44.0,64.25553385416667,1.3158203125,1.138671875,39.762109375,0.156,30012.672,0.132,18144.73,11867.939999999999,0.16,0.10400000000000001,0.6540709065387029,408.51599999999996,0.018,425.41799999999995,403.91999999999996,0.013439999999999999,0.01416,0.38999999999999996,43.079777343749996,94.226744140625,63.6,28.900000000000002,114.75114013671876,107.5979345703125,7.1532080078125,105.36255126953127,2.2353857421875003,15.777019500732422,12.260040283203125,3.516979217529297,34.43359375,21.25390625,13.1796875,0.0
ann,gist-960-euclidean,annoy,default,10,0.97852,4.815563488999942,207.66001783265287,2026-03-15T10:30:56.494510,2026-03-15T10:31:01.313295,5,57.8,58.0,46.4,57.8033203125,1.340234375,1.7611328125,40.626171875,0.15400000000000003,29520.692,0.13,17392.010000000002,12128.684,0.154,0.10600000000000001,0.6973710341702885,407.64599999999996,0.016,417.82,396.57800000000003,0.01354,0.01424,0.40800000000000003,43.92382421875,94.58933593750001,63.96666666666667,29.5,112.19789648437502,105.595419921875,6.602478515625,103.5527109375,2.04270703125,15.777019500732422,12.260040283203125,3.516979217529297,34.43359375,21.25390625,13.1796875,0.0
